Key,Block Number,Road Name,Property City,Property State,Zip Code Short,Neighborhood,Property Use,Parcel Square Footage,Finished Living Space,2016 Land,2016 Building,2015 Land,2015 Building,2012 Land,2012 Building,Most Recent Sale Date, Sale Price 
434,800,Redgate Av,Norfolk                         ,VA  ,23507,150190,Vacant Land,8901,NULL,106300,0,106300,0,106300,0,Feb  6 2006,0
435,800,Redgate Av,Norfolk                         ,VA  ,23507,150190,Vacant Land,8767,NULL,106300,0,106300,0,106300,0,Feb  6 2006,0
436,500,Washington Park,Norfolk                         ,VA  ,23517,150300,Duplex,3666,3534,116600,186600,116600,186600,116600,186600,Jul 19 2004,0
437,800,Baldwin Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,5200,2038,165800,118800,165800,118800,165800,118800,Apr  1 1970,14000
438,500,Westover Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,7812,3514,271000,305500,271000,282100,271000,282100,Jul  5 2006,0
439,600,Graydon Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,3000,2106,115100,272900,115100,272900,115100,272900,Sep 15 1988,128000
441,800,Harrington Av,Norfolk                         ,VA  ,23517,150300,Non-Taxable,0,NULL,155900,301000,155900,301000,155900,301000,Oct 30 1992,155000
442,800,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,2166,96000,287500,96000,287500,96000,287500,Oct 13 2005,545000
443,800,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,2166,76800,282700,76800,282700,76800,282700,Dec  1 1998,204000
444,800,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,2252,78200,299100,78200,299100,78200,299100,Apr  5 2014,375000
445,800,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,2156,60300,312400,60300,312400,60300,312400,May 19 2014,400000
446,800,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,2300,2396,60300,328000,60300,328000,60300,328000,Apr  3 2013,445000
447,800,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,2156,67000,281500,67000,281500,67000,281500,Apr  3 1997,182000
449,800,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,2156,58100,273000,58100,273000,58100,273000,Jul 14 2004,370000
450,800,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,2240,72000,282000,72000,282000,72000,282000,Sep 25 2002,279900
451,800,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,1574,2156,70600,276500,70600,276500,70600,276500,Jun 28 1994,168500
452,800,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,2166,70900,274200,70900,274200,70900,274200,Dec  2 1987,172000
453,800,Botetourt Gdns,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,2256,89300,321700,89300,321700,89300,321700,Jan 15 2015,454000
454,800,Shirley Av,Norfolk                         ,VA  ,23517,150300,Fourplex,5900,3442,182200,257900,182200,257900,182200,257900,May 15 1989,165000
455,700,Redgate Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,3125,2222,108400,226800,108400,226800,108400,226800,Jun 27 2003,265000
457,800,Redgate Av,Norfolk                         ,VA  ,23507,150100,Single Family - Detached,2935,2623,60200,185100,60200,185100,60200,185100,Sep 24 2014,260000
458,400,Mowbray Arch,Norfolk                         ,VA  ,23507,150650,Single Family - Attached,2600,3118,146600,311300,146600,347100,146600,347100,Aug 21 2014,0
459,700,Botetourt Gdns,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,2000,2547,97400,265600,97400,265600,97400,265600,Jun 14 2002,269000
460,600,Shirley Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,4312,2571,157900,259700,157900,259700,157900,259700,Feb 25 2016,365000
461,700,Graydon Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,2400,2697,100400,323800,100400,323800,100400,323800,Aug 13 2014,430000
462,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1215,49800,117300,49800,119400,49800,119400,Feb 18 2014,159000
463,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,960,39400,119700,39400,119700,39400,119700,Mar 29 2016,146000
465,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,960,39400,119700,39400,119700,39400,119700,Sep 23 2005,225000
466,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1081,44300,128600,44300,138500,44300,138500,Jul 29 2009,50000
467,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,960,39400,120800,39400,120800,39400,120800,Dec 29 2011,175000
468,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1200,49200,140400,49200,149700,49200,149700,Oct  8 2008,245000
469,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,960,39400,120800,39400,120800,39400,120800,Mar  3 2016,165000
470,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1081,44300,128600,44300,138500,44300,138500,Sep 30 2006,265000
471,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,960,39400,120800,39400,120800,39400,120800,Oct 30 2009,203000
473,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1312,53800,153800,53800,165700,53800,165700,Feb  7 2013,187500
474,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1200,49200,140400,49200,149700,49200,149700,Dec 14 1998,95000
475,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1312,53800,153800,53800,165700,53800,165700,Jul 14 2015,197000
476,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1081,44300,128600,44300,138500,44300,138500,Nov 20 2009,213800
477,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,960,39400,120800,39400,120800,39400,120800,Sep 17 2014,185000
478,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1312,53800,153800,53800,165700,53800,165700,May 28 2014,226000
479,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,960,39400,120800,39400,120800,39400,120800,Jun 21 2016,150400
481,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,960,39400,120800,39400,120800,39400,120800,Dec 10 2004,180000
482,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,960,39400,120800,39400,120800,39400,120800,Jan 22 2002,99500
483,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,960,39400,120800,39400,120800,39400,120800,May 27 2010,0
484,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1081,44300,128600,44300,138500,44300,138500,Jul  2 1985,80200
485,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1312,53800,153800,53800,165700,53800,165700,Sep  9 2011,190000
486,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1200,49200,141700,49200,151100,49200,151100,Feb  6 2013,130000
487,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1312,53800,153800,53800,165700,53800,165700,Jul 24 2013,214900
489,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,960,39400,120800,39400,120800,39400,120800,Jan 25 2013,148500
490,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1312,53800,153800,53800,165700,53800,165700,Jun  3 1993,0
491,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,960,39400,120800,39400,120800,39400,120800,Nov 18 2005,0
492,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1372,56300,160700,56300,171400,56300,171400,Jul 21 2006,293000
493,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,960,39400,120800,39400,120800,39400,120800,Dec 30 2003,150000
494,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,960,39400,120800,39400,120800,39400,120800,Nov  5 2004,0
495,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,960,39400,120800,39400,120800,39400,120800,Aug 31 1998,72000
497,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1312,53800,153800,53800,165700,53800,165700,Nov 12 1985,114100
498,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1200,49200,140400,49200,149700,49200,149700,May 23 2013,185000
499,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1312,53800,153800,53800,165700,53800,165700,Aug 20 2004,209500
500,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,1081,44300,128600,44300,138500,44300,138500,Aug  5 1999,0
501,600,Mowbray Arch ,Norfolk                         ,VA  ,23507,150480,Condominium,0,960,39400,120800,39400,120800,39400,120800,Dec 11 1998,0
502,700,Graydon Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,2876,2436,125500,239400,125500,239400,125500,239400,Mar 16 2007,0
503,600,Botetourt Gdns,Norfolk                         ,VA  ,23507,150600,Single Family - Attached,0,2623,80900,273600,80900,236000,80900,236000,Apr 29 2015,389000
505,700,Graydon Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,1518,2310,63400,232000,63400,232000,63400,232000,Jan 29 1996,0
506,700,Graydon Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,1481,2310,65500,241100,65500,241100,65500,241100,Mar 18 2002,250000
507,700,Graydon Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,1481,2310,65900,241200,65900,241200,65900,241200,Apr 18 2016,420000
508,1000,Colley Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,1060,1970,68400,191900,68400,191900,68400,191900,Apr 20 1998,139500
509,1000,Colley Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,900,2028,88600,189000,88600,189000,88600,189000,May 25 2012,200000
510,1300,Debree Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2411,87700,279700,87700,279700,87700,279700,Aug 13 2015,350000
511,1400,Llewellyn Av,Norfolk                         ,VA  ,23517,150800,Single Family - Detached,0,1756,98700,209000,98700,209000,98700,209000,Mar  5 2009,0
513,1300,Debree Av,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,3058,101300,363900,101300,363900,101300,363900,Oct 22 2008,468500
514,1400,Stockley Gdns,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,5000,1770,199400,194900,199400,194900,199400,194900,Apr  4 2016,420000
515,300,W 21st ,Norfolk                         ,VA  ,23517,150590,Commercial,11505,NULL,269300,561400,269300,561400,269300,561400,Jun 18 2010,0
516,700,Westover Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,11909,5167,349800,453100,349800,453100,349800,453100,Dec 15 2011,835000
517,600,Botetourt Gdns,Norfolk                         ,VA  ,23507,150600,Single Family - Attached,0,2623,80900,252500,80900,240400,80900,240400,Mar 31 1998,160000
518,700,Westover Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,2212,3046,77300,335200,77300,335200,77300,335200,May 20 2013,525000
519,700,W Princess ,Norfolk                         ,VA  ,23517,150300,Non-Taxable,0,NULL,300200,378800,300200,378800,300200,378800,Mar 15 1995,206500
521,600,W Princess ,Norfolk                         ,VA  ,23517,150390,Apartment,8240,NULL,304800,369500,304800,353000,304800,353000,Dec  8 2002,598500
522,500,Spotswood Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,5900,2604,222700,197500,222700,197500,222700,197500,Feb 24 2015,0
523,700,Baldwin Av,Norfolk                         ,VA  ,23517,150300,Duplex,5500,2046,239400,155300,239400,155300,239400,155300,Aug  1 1985,0
524,700,Baldwin Av,Norfolk                         ,VA  ,23517,150300,Duplex,6248,2046,241900,155300,241900,155300,241900,155300,Aug  1 1985,0
525,300,W 22nd ,Norfolk                         ,VA  ,23517,150590,Commercial,11468,NULL,154400,32200,154400,32200,154400,32200,Jun 18 2010,0
526,700,Westover Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,2662,3292,94900,402800,94900,402800,94900,402800,Oct 12 2007,560000
527,1400,Stockley Gdns,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,4100,2818,163300,260200,163300,260200,163300,260200,May 14 1982,79900
529,700,Baldwin Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,5565,2786,203300,221200,203300,221200,203300,221200,Apr  4 2013,0
530,800,Brandon Av,Norfolk                         ,VA  ,23517,150300,Triplex,5000,3240,165800,178800,165800,178800,165800,178800,Aug 31 2009,377500
531,700,Raleigh Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,0,2606,102100,232400,102100,232400,102100,232400,Jun 14 2004,327000
532,1000,Llewellyn Mews,Norfolk                         ,VA  ,23507,150400,Single Family - Detached,0,2190,211500,223000,211500,223000,211500,223000,Jun 18 2014,445000
533,900,Azalea Ct,Norfolk                         ,VA  ,23517,150390,Apartment,12356,NULL,370700,481500,370700,324300,370700,324300,May  6 2015,0
534,300,Westover Av,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,2016,59800,253800,59800,253800,59800,253800,Nov  2 1998,27500
535,400,Westover Mews,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,1706,93000,242400,93000,242400,93000,242400,Dec 18 2012,330000
537,400,Dundaff St,Norfolk                         ,VA  ,23507,150690,Apartment,39733,NULL,1072800,3430700,1072800,3482600,1072800,3482600,Dec 30 1966,0
538,600,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Vacant Land,0,NULL,90500,0,90500,0,90500,0,Apr 13 1973,15000
539,600,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Vacant Land,0,NULL,90500,0,90500,0,90500,0,Apr 13 1973,15000
540,300,W Brambleton ,Norfolk                         ,VA  ,23510,150990,Apartment,223103,NULL,8924100,11789000,8924100,14648100,8924100,14648100,May  5 2003,0
541,600,Botetourt Gdns,Norfolk                         ,VA  ,23507,150600,Single Family - Attached,0,2623,80900,244400,80900,232600,80900,232600,Apr 22 1997,150000
542,700,Baldwin Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,3600,2086,127000,209800,127000,209800,127000,209800,Dec  4 1979,47500
543,500,Boissevain Av,Norfolk                         ,VA  ,23507,150690,Apartment,3625,4460,94500,230700,94500,230700,94500,230700,Oct 25 2005,0
545,900,Brandon Av,Norfolk                         ,VA  ,23517,150390,Apartment,15058,NULL,466800,856300,466800,721700,466800,721700,Jan 15 1992,415000
546,500,Pembroke Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,7562,6601,245000,689700,245000,655700,245000,655700,Dec 14 1984,367500
547,600,Redgate Av,Norfolk                         ,VA  ,23507,150390,Apartment,3280,NULL,108200,265400,108200,256200,108200,256200,Jan 15 2013,0
548,700,Redgate Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,1220,48800,192400,48800,192400,48800,192400,Nov 18 1987,72400
549,700,Redgate Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,876,35000,139000,35000,139000,35000,139000,May  2 2003,122000
550,700,Redgate Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,750,30000,133200,30000,133200,30000,133200,Nov  2 1993,62900
551,700,Redgate Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,501,20000,91300,20000,91300,20000,91300,Apr 12 1991,55500
553,700,Redgate Av ,Norfolk                         ,VA  ,23507,150380,Condominium,0,1220,48800,192400,48800,192400,48800,192400,Apr 30 1999,0
554,500,Boissevain Av,Norfolk                         ,VA  ,23507,150390,Apartment,6533,NULL,202500,153800,202500,145100,202500,145100,Jun  1 2012,350000
555,700,Colonial Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,3800,3664,121700,390500,121700,390500,121700,390500,Sep 23 2013,510000
556,500,W Olney ,Norfolk                         ,VA  ,23507,150690,Apartment,3117,2785,84200,235000,98600,200400,98600,200400,May 30 2014,785000
557,500,W Olney ,Norfolk                         ,VA  ,23507,150600,Fourplex,3493,3862,90500,401100,90500,381100,90500,381100,May 30 2014,785000
558,800,W Princess ,Norfolk                         ,VA  ,23517,150180,Condominium,0,1170,15200,95900,15200,95900,15200,95900,Dec 27 2011,70000
559,400,Mowbray Arch,Norfolk                         ,VA  ,23507,150650,Duplex,5000,4150,244500,365900,244500,406900,244500,406900,Dec 29 2014,0
561,400,Warren Cres ,Norfolk                         ,VA  ,23507,150680,Condominium,0,657,23700,96100,23700,96100,23700,96100,Aug  4 1997,77500
562,400,Warren Cres ,Norfolk                         ,VA  ,23507,150680,Condominium,0,647,23300,92900,23300,92900,23300,92900,Mar 19 2004,84500
563,400,Warren Cres ,Norfolk                         ,VA  ,23507,150680,Condominium,0,976,35100,121600,35100,121600,35100,121600,May 29 2003,118000
564,400,Warren Cres ,Norfolk                         ,VA  ,23507,150680,Condominium,0,613,22100,89100,22100,89100,22100,89100,Oct  9 2002,73500
565,400,Warren Cres,Norfolk                         ,VA  ,23507,150690,Apartment,4990,NULL,132300,282000,132300,271300,132300,271300,Jul 14 1961,10000
566,400,Warren Cres,Norfolk                         ,VA  ,23507,150690,Apartment,4787,NULL,129200,483900,129200,430800,129200,430800,Aug  4 1969,22500
567,400,Warren Cres,Norfolk                         ,VA  ,23507,150690,Apartment,3716,NULL,100300,396800,100300,384000,100300,384000,Jun  4 1980,72500
569,400,Warren Cres,Norfolk                         ,VA  ,23507,150690,Apartment,2889,NULL,78000,419100,78000,406300,78000,406300,Feb 11 1975,36000
570,400,Warren Cres,Norfolk                         ,VA  ,23507,150690,Apartment,4062,NULL,109700,374600,109700,374600,109700,374600,Mar 16 1979,76000
571,400,Mowbray Arch,Norfolk                         ,VA  ,23507,150650,Single Family - Attached,0,3127,97800,266900,97800,297600,97800,297600,Nov  2 1999,0
572,400,Mowbray Arch,Norfolk                         ,VA  ,23507,150650,Single Family - Attached,1480,3051,97800,448700,97800,500300,97800,500300,Mar 31 2011,609000
573,400,Westover Mews,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,2726,121300,327800,121300,327800,121300,327800,Jun 18 1999,215000
574,400,W Princess ,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,2600,1651,76800,221700,76800,221700,76800,221700,Jun  7 2014,335000
575,400,Raleigh Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,2700,2472,104600,247400,104600,247400,104600,247400,Oct 14 2015,365000
577,400,Mowbray Arch,Norfolk                         ,VA  ,23507,150650,Fourplex,0,3922,169600,306200,169600,341400,169600,341400,Dec  1 1978,80000
578,1300,Botetourt Gdns,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2774,69000,296000,69000,296000,69000,296000,Aug 31 2000,215000
579,1200,Botetourt Gdns,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2698,86200,319100,86200,319100,86200,319100,Sep 17 2013,0
580,800,W Princess ,Norfolk                         ,VA  ,23517,150180,Condominium,0,1210,15700,101100,15700,101100,15700,101100,Oct 28 2015,125000
581,700,Graydon Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,2876,1565,125500,174800,125500,174800,125500,174800,Feb 20 2009,285000
582,800,Westover Av,Norfolk                         ,VA  ,23507,150100,Duplex,4460,4001,100700,188900,100700,188900,100700,188900,Apr 22 2004,165600
583,900,Harrington Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,3750,1652,128000,184400,128000,184400,128000,184400,Nov 12 2013,255000
585,600,Redgate Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,3125,3820,108400,404900,108400,404900,108400,404900,Nov 13 2012,530000
586,300,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,3875,90500,431400,90500,409800,90500,409800,Oct 28 1994,245000
587,600,Redgate Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,8900,4223,315700,260700,315700,260700,315700,260700,Apr 29 2010,545000
588,400,Westover Mews,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,1342,89100,162500,89100,162500,89100,162500,Mar 29 2012,232750
589,800,Brandon Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,3330,1132,110400,119900,110400,119900,110400,119900,Feb 27 2009,265000
590,800,Gates Av,Norfolk                         ,VA  ,23517,150300,Duplex,2500,1497,82700,117700,82700,117700,82700,117700,Sep 28 1998,80000
591,400,W Princess ,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,2900,1700,95400,213700,95400,213700,95400,213700,Feb 26 2010,0
593,600,Stockley Gdns ,Norfolk                         ,VA  ,23507,150680,Condominium,0,1524,32000,184800,32000,184800,32000,184800,Oct  7 2009,0
594,700,Raleigh Av,Norfolk                         ,VA  ,23507,150300,Single Family - Attached,0,2586,102100,234000,102100,234000,102100,234000,Oct  7 2009,0
595,600,Raleigh Av,Norfolk                         ,VA  ,23507,150300,Vacant Land,5000,NULL,173400,0,173400,0,173400,0,Jun 21 2012,0
596,600,Raleigh Av,Norfolk                         ,VA  ,23507,150300,Vacant Land,3125,NULL,108400,0,108400,0,108400,0,Jun 21 2012,0
597,800,Stockley Gdns,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,12500,7105,361700,437300,361700,437300,361700,437300,Jun 21 2012,0
598,600,Westover Av,Norfolk                         ,VA  ,23507,150390,Apartment,10598,NULL,328500,743300,328500,748000,328500,748000,Apr 21 1997,460000
599,600,Westover Av,Norfolk                         ,VA  ,23507,150300,Vacant Land,3125,NULL,108400,0,108400,0,108400,0,Apr 21 1997,460000
601,500,Colonial Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,3156,72500,389500,72500,370000,72500,370000,Jun  9 2010,570000
602,500,Washington Park,Norfolk                         ,VA  ,23517,150300,Non-Taxable,3655,2426,116600,209300,116600,209300,116600,209300,Jun 19 2007,450000
603,700,Baldwin Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,6700,2534,247900,141200,247900,141200,247900,141200,Feb 26 1971,26500
604,800,Graydon Av,Norfolk                         ,VA  ,23507,150100,Single Family - Detached,6250,5600,154700,481600,154700,481600,154700,481600,Dec 28 1999,325000
605,600,Botetourt Gdns,Norfolk                         ,VA  ,23507,150600,Single Family - Attached,0,2623,80900,241100,80900,229100,80900,229100,Dec 12 2003,320000
606,300,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Triplex,0,3388,94500,427500,94500,406100,94500,406100,Jan  3 2003,300000
607,300,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Triplex,4000,4009,164500,340700,164500,323700,164500,323700,Aug 31 2012,510000
609,400,Fairfax Av,Norfolk                         ,VA  ,23507,150690,Apartment,6824,NULL,504000,531400,504000,531400,504000,531400,Dec 22 2003,1050000
610,400,Pembroke Av,Norfolk                         ,VA  ,23507,150600,Fourplex,7200,5640,200500,259700,200500,511100,200500,511100,Feb 21 2014,0
611,1300,Stockley Gdns,Norfolk                         ,VA  ,23517,150380,Condominium,0,3376,111400,326900,111400,307300,111400,307300,Sep 30 2013,435000
612,1300,Stockley Gdns,Norfolk                         ,VA  ,23517,150380,Condominium,0,2775,91600,284500,91600,265600,91600,265600,Oct 29 2015,395000
613,900,Gates Av,Norfolk                         ,VA  ,23517,150390,Apartment,15951,NULL,526400,976200,526400,819100,526400,819100,Jun 29 2015,0
614,800,Graydon Av,Norfolk                         ,VA  ,23507,150100,Single Family - Detached,10082,7036,236800,157400,236800,157400,236800,157400,May 22 2009,600000
615,800,W Princess ,Norfolk                         ,VA  ,23507,150100,Residential Outbuilding,4963,456,108900,11900,108900,11900,108900,11900,May 22 2009,0
617,800,W Princess ,Norfolk                         ,VA  ,23510,150100,Vacant Land,2364,NULL,56900,0,56900,0,56900,0,May 22 2009,0
618,2000,Colley Av,Norfolk                         ,VA  ,23517,150390,Commercial,6715,NULL,158400,192600,158400,192600,158400,192600,Dec 21 1983,232500
619,1100,Botetourt Gdns,Norfolk                         ,VA  ,23517,150400,Single Family - Detached,0,4081,332300,422300,332300,422300,332300,422300,Jan 20 1987,0
620,700,Colonial Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,8100,4649,271000,316900,271000,316900,271000,316900,Dec 12 2007,600000
621,300,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,2875,2532,90500,256100,90500,243300,90500,243300,Aug 26 2004,0
622,500,Graydon Av,Norfolk                         ,VA  ,23507,150300,Triplex,5400,2614,210800,134200,210800,134200,210800,134200,Feb 14 1997,124900
623,800,Westover Av,Norfolk                         ,VA  ,23507,150100,Single Family - Detached,3626,3274,77200,336000,77200,336000,77200,336000,Oct 17 2007,486000
625,600,W Olney ,Norfolk                         ,VA  ,23507,150680,Condominium,0,1555,32700,199000,32700,199000,32700,199000,Jul  7 2009,275000
626,400,Warren Cres,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,2708,98000,285800,98000,271500,98000,271500,Mar 23 2009,0
627,400,Westover Av,Norfolk                         ,VA  ,23507,150400,Single Family - Attached,0,1700,74700,176700,74700,176700,74700,176700,Jul  1 1977,62500
628,100,W Brambleton ,Norfolk                         ,VA  ,23510,150990,Commercial,9309,NULL,237600,1783900,237600,1677500,237600,1677500,Mar 19 2003,1530000
629,700,Boush St,Norfolk                         ,VA  ,23510,150990,Commercial,11517,NULL,414100,87100,414100,87100,414100,87100,Mar 19 2003,1530000
630,700,Boush St,Norfolk                         ,VA  ,23510,150990,Vacant Land,2641,NULL,85700,0,85700,0,85700,0,Mar 19 2003,1530000
631,700,Boush St,Norfolk                         ,VA  ,23510,150990,Vacant Land,2544,NULL,85700,0,85700,0,85700,0,Mar 19 2003,1530000
633,700,Boush St,Norfolk                         ,VA  ,23510,150990,Vacant Land,2433,NULL,86400,0,86400,0,86400,0,Mar 19 2003,1530000
634,700,Boush St,Norfolk                         ,VA  ,23510,150990,Vacant Land,2511,NULL,82800,0,82800,0,82800,0,Mar 19 2003,1530000
635,600,Westover Av,Norfolk                         ,VA  ,23507,150300,Single Family - Detached,2879,2713,105400,276100,105400,276100,105400,276100,Dec 18 2001,249500
636,800,Harrington Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,2500,2056,82700,151000,82700,151000,82700,151000,Mar 18 2009,0
637,700,Yarmouth St,Norfolk                         ,VA  ,23510,150600,Duplex,0,2339,76500,256200,76500,243400,76500,243400,Sep 15 2005,410000
638,700,Yarmouth St,Norfolk                         ,VA  ,23510,150600,Duplex,0,2315,76500,255500,76500,242800,76500,242800,Dec 11 2009,0
639,700,Yarmouth St,Norfolk                         ,VA  ,23510,150600,Duplex,0,2257,76500,255800,76500,243000,76500,243000,Jun 12 2007,405000
641,900,Harrington Av,Norfolk                         ,VA  ,23517,150300,Single Family - Detached,5000,1349,170500,123000,170500,123000,170500,123000,Mar 31 2011,0
642,900,Brandon Av,Norfolk                         ,VA  ,23517,150300,Duplex,4000,2628,129800,177100,129800,177100,129800,177100,Apr 22 2016,0
643,700,Graydon Av,Norfolk                         ,VA  ,23507,150300,Duplex,2300,2481,101800,183100,101800,183100,101800,183100,Jan  5 1988,113000
644,400,W Princess ,Norfolk                         ,VA  ,23517,150400,Single Family - Attached,0,2621,158900,308800,158900,308800,158900,308800,Dec 20 2002,0
645,500,Pembroke Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,5668,269200,659700,269200,627300,269200,627300,Sep 20 2007,900000
646,300,Fairfax Av,Norfolk                         ,VA  ,23507,150600,Single Family - Detached,0,4361,86000,569400,86000,540900,86000,540900,Jan 21 2013,740000
